기관ID,주소,병원분류,병원분류명,응급의료기관코드,응급의료기관코드명,응급실운영여부(1/2),비고,기관설명상세,간이약도,기관명,대표전화1,응급실전화,진료시간(월요일)C,진료시간(화요일)C,진료시간(수요일)C,진료시간(목요일)C,진료시간(금요일)C,진료시간(토요일)C,진료시간(일요일)C,진료시간(공휴일)C,진료시간(월요일)S,진료시간(화요일)S,진료시간(수요일)S,진료시간(목요일)S,진료시간(금요일)S,진료시간(토요일)S,진료시간(일요일)S,진료시간(공휴일)S,우편번호1,우편번호2,lng,lat,작업시간
A1118856,"서울특별시 중구 다산로 258, 리마크빌 동대문 2,3층 (흥인동)",B,병원,G099,응급의료기관 이외,2,"7/13 , 7/20 휴진","2호선, 6호선 신당역 11번 출구 뒤편 또는 11-1번 출구  리마크빌동대문 2,3층에 위치한 참바로병원입니다.  [척추질환] [관절질환] [통증질환] [내과질환] [건강검진] [3대암검진]",선메디컬건물 4층,참바로병원,02-2234-8585,02-3468-3060,1800,1800,1800,1800,1800,1300,1400,1400,900,900,900,900,900,900,900,900,45,70,127.0166238,37.56579485,15:39.0
A1100104,"서울특별시 노원구 노해로 502, 2층, 3층, 5층 (상계동)",B,병원,G099,응급의료기관 이외,2,화 10:00~19:00 금 12:00~20:00,"참좋은치과는 20년 넘게 한 자리에서, 고객분들의 구강 건강을 지켜왔습니다. 다양한 임상 경험으로 진료에 대한 노하우는 물론 고객의 마음까지 헤아리는 치과 의사와 전원 치과 위생사로 구성된 진료팀이, 고객님 한 분 한 분을 위해 책임감 있고 따뜻한 진료 서비스를 제공합니다.","4호선 노원역 2번출구, 7호선 노원역 5번출구 kt노원지사 2층",참튼튼병원,02-3392-9100,02-3468-3060,1800,1800,1800,1800,1800,1300,1400,1600,900,900,900,900,900,900,900,900,17,52,127.0636923,37.65445005,15:39.0
A1117229,"서울특별시 구로구 시흥대로 547, 금강빌딩 지하1,2~10층(구로동), 디지털로32가길 25, 티타운빌딩 B102,103,205,206,302 (구로동)",B,병원,G099,응급의료기관 이외,2,화 10:00~19:00 금 12:00~20:00,"참좋은치과는 20년 넘게 한 자리에서, 고객분들의 구강 건강을 지켜왔습니다. 다양한 임상 경험으로 진료에 대한 노하우는 물론 고객의 마음까지 헤아리는 치과 의사와 전원 치과 위생사로 구성된 진료팀이, 고객님 한 분 한 분을 위해 책임감 있고 따뜻한 진료 서비스를 제공합니다.","4호선 노원역 2번출구, 7호선 노원역 5번출구 kt노원지사 2층",참튼튼병원,1899-3620,02-3468-3060,1800,1800,1800,1800,1800,1300,1400,1600,900,900,900,900,900,900,900,900,83,92,126.9003936,37.48213578,15:39.0
A1100089,서울특별시 동대문구 답십리로 261 (장안동),B,병원,G099,응급의료기관 이외,2,화 10:00~19:00 금 12:00~20:00,"참좋은치과는 20년 넘게 한 자리에서, 고객분들의 구강 건강을 지켜왔습니다. 다양한 임상 경험으로 진료에 대한 노하우는 물론 고객의 마음까지 헤아리는 치과 의사와 전원 치과 위생사로 구성된 진료팀이, 고객님 한 분 한 분을 위해 책임감 있고 따뜻한 진료 서비스를 제공합니다.",장안1파출소 맞은편,참튼튼병원,1588-7562,02-3468-3060,1800,1800,1800,1800,1800,1330,1400,1600,900,900,900,900,900,900,900,900,25,30,127.0693591,37.57273278,15:39.0
A1100108,서울특별시 서초구 바우뫼로35길 32 (양재동),B,병원,G099,응급의료기관 이외,2,야간 재활 치료: 20시까지 운영(사전 예약 필수),"본 원은 양재역 인근에 위치한 척추관절 병원으로 신경외과, 정형외과, 신경과, 가정의학과, 마취통증의학과, 영상의학과를 갖추고 있습니다.","양재역8번출구직진300n/바우뫼로37길 45,2층/바우뫼로35길 21",참포도나무병원,215880831,02-3468-3060,1800,1800,1800,1800,1800,1300,1400,1900,900,900,900,900,900,900,900,900,67,44,127.0386803,37.47992892,15:39.0
A1121287,"서울특별시 서초구 방배로 223, 창생빌딩 2~7층 (방배동)",B,병원,G099,응급의료기관 이외,2,야간 재활 치료: 20시까지 운영(사전 예약 필수),"본 원은 양재역 인근에 위치한 척추관절 병원으로 신경외과, 정형외과, 신경과, 가정의학과, 마취통증의학과, 영상의학과를 갖추고 있습니다.","양재역8번출구직진300n/바우뫼로37길 45,2층/바우뫼로35길 21",참푸른병원,02-6247-8800,02-3468-3060,1800,1800,1800,1800,1800,1300,1400,1900,900,900,900,900,900,900,900,900,65,61,126.9899541,37.49304269,15:39.0
A1124335,"서울특별시 서초구 방배로 151, 지하1층일부,2~5층 (방배동)",B,병원,G099,응급의료기관 이외,2,매주 일요일 정기휴무,일반진료/피부미용/화상/,성신여대입구역 6번 출구,척바른병원,1644-3878,02-3468-3060,1800,1800,1800,1800,1800,1400,1500,1500,900,900,900,900,900,900,930,930,66,72,126.9935602,37.48715828,15:39.0
A1100164,"서울특별시 관악구 신림로 318, 4,5층 (신림동, 청암두산위브)",B,병원,G099,응급의료기관 이외,2,점심시간: 12:30~13:30분,척추관절 전문병원입니다.,"신림역 2번 출구 청암두산위브 4,5층",척편한병원,02-6676-6000,02-3468-3060,1800,1800,1800,1800,1800,1400,1700,1700,900,900,900,900,900,900,900,900,87,77,126.9302529,37.48257543,15:39.0
A1100209,"서울특별시 중랑구 망우로 474 (망우동, 조앤조병원)",B,병원,G099,응급의료기관 이외,2,매달 둘째 토요일 진료(예약 필수)/야간진료는 예약시 가능,매월 마지막주 토요일만 진료/,금란교회맞은편,조앤조병원,02-433-3336,02-3010-3333,1730,1730,1730,1730,1730,1330,1400,1600,830,830,830,830,830,900,1000,930,21,77,127.1047151,37.60030636,15:38.0
A1119335,서울특별시 동대문구 천호대로 421 (장안동),B,병원,G099,응급의료기관 이외,2,점심시간 13:30-14:30 진료종료 10분 전 접수마감,/광장사거리 배모양 건물 맞은편/,장한평역 4번 출구 약30M,지혜병원,02-499-9955,02-6299-1338,1800,1800,1800,1800,1800,1500,1700,1300,900,900,900,900,900,900,1000,900,26,45,127.0659272,37.56162682,15:38.0
A1117450,"서울특별시 강남구 삼성로147길 46 (청담동, 청담병원 지하1층, 1층일부, 2층~6층)",B,병원,G099,응급의료기관 이외,2,휴게시간 12:00~13:00 진료종료 1시간 반 전 접수마감 - 토요일 진료는 병원 사정에 따라 변경될 수 있습니다.,코 성형 클리닉,청담e편한세상2차 앞,청담병원,02-2104-2000,02-3468-3060,1730,1730,1730,1730,1730,1300,1800,1500,830,830,830,830,830,800,1000,1000,60,63,127.045621,37.52071931,15:39.0
A1124442,"서울특별시 강남구 삼성로 646, 마디빌딩 B3~B1,2~9층 (삼성동)",B,병원,G099,응급의료기관 이외,2,매달 첫째주 토요일 휴진,포도막염 전문의 한정원 원장님이 개원하신 병원입니다.,7호선 마들역 1번출구,청담해리슨병원,02-333-8801,02-3468-3060,1800,1800,1800,1800,1800,1300,1400,2030,900,900,900,900,900,900,900,1200,60,84,127.0511841,37.51769002,15:39.0
A1100069,"서울특별시 강동구 올림픽로 546, G.M.F.빌딩 (성내동)",B,병원,G099,응급의료기관 이외,2,"(평일외래)09:00 ~18:00, (토요일 외래) 09:00 ~13:00",24시간 수술도 가능한병원입니다.,강동구청역 3번 출구,청병원,02-2202-3114,02-3468-3060,2400,2400,2400,2400,2400,2400,2400,1500,0,0,0,0,0,0,0,1000,53,98,127.1210224,37.53024719,15:39.0
A1100057,"서울특별시 강남구 논현로 566, 강남차병원(역삼동650-9, 606-4, 605외2필지(지하7층~지하1층, 지상2층~7층)) (역삼동)",A,종합병원,G009,응급실운영신고기관,1,당직의사 부재로 휴일 접수 불가 ( 부인과 재진만 가능),#NAME?,"언주역 5, 6번 출구",차의과학대학교강남차병원,02-3468-3000,02-3468-3060,1730,1730,1730,1730,1730,1230,1230,2100,830,830,830,830,830,830,830,900,61,35,127.0346687,37.50680003,15:38.0
A1100117,서울특별시 동작구 장승배기로 108 (노량진동),B,병원,G099,응급의료기관 이외,2,월~금 소아과는 18:00까지 진료. 일요일은 소아과 휴진. 점심시간 13:00 ~ 14:00,건강을 드리는 행복한 바람~ 청풍한의원입니다. 점심시간은 13:00~14:00 이고 토요일은 점심시간 없이 진료합니다.,장승배기 사거리,청화병원,02-815-3788,02-3468-3060,1800,1800,1800,1800,1800,1600,1230,1230,900,900,900,900,900,900,930,930,69,25,126.9402082,37.50702303,15:39.0
A1100049,서울특별시 금천구 시흥대로 244 (시흥동),A,종합병원,G007,지역응급의료기관,1,휴게시간 13:00~14:00,이비인후과는 토요일 휴진,금천구청역 1번 출구,희명병원,02-804-0002,02-809-0122,1730,1730,1730,1730,1730,1230,1700,1400,830,830,830,830,830,830,1000,1000,86,26,126.9005625,37.45567063,15:43.0
A1100122,"서울특별시 강남구 언주로174길 15, 구정빌딩 (신사동)",B,병원,G099,응급의료기관 이외,2,평일 ~20:30,점심시간 13:00~14:00,"성수대교 남단 사거리 부근, 압구정역 2번출구",토마스병원,1577-5075,02-3156-8119,1800,1800,1800,1800,1800,1300,1300,1300,900,900,900,900,900,900,1000,1000,60,17,127.0352338,37.52851329,15:40.0
A1117070,"서울특별시 은평구 서오릉로 45, 최원호병원 (녹번동)",B,병원,G009,응급실운영신고기관,1,점심시간 12:30 ~ 13:30,"바른진료, 책임치료를 지향하는 최원호병원입니다. 100여명의 직원과 지하3층, 지상9층의 100병상규모의 정형외과 중점 병원으로 척추, 관절, 내과 중심으로 양질의 의료서비스를 제공하며,  쾌적한 공간의 종합검진센터, 스포츠재활실, 물리치료실을 운영 중입니다.",6호선 역촌역 4번출구 전방 100M,최원호병원,02-1588-3797,02-3156-8119,1800,1800,1800,1800,1800,1300,1400,1500,900,900,900,900,900,900,1000,1000,34,59,126.9238558,37.60476959,15:39.0
A1117824,"서울특별시 강남구 봉은사로 535 (삼성동, 트리니티재활병원빌딩, 지하1,2층, 지상1~11층)",B,병원,G099,응급의료기관 이외,2,"토요일 한방과 휴진, 일요일 공휴일 휴진",매월 마지막주 수요일 17시까지 진료,봉은사역 1번 출구,트리니티병원,02-547-4800,02-3156-8119,1730,1730,1730,1730,1730,1200,2000,1400,930,930,930,930,930,930,1600,900,60,87,127.0586744,37.51425813,15:40.0
A1100167,"서울특별시 강남구 영동대로 713, B1~6층, 7층일부,8층 (청담동)",B,병원,G099,응급의료기관 이외,2,일요일 휴무 점심시간 13:00-14:00  토요일 ~13:00 (예약마감 ~12:00),일반 피부질환도 진료가능,7호선 청담역 13번 출구,튼튼병원,02-1588-7562,02-3156-8119,1800,1800,1800,1800,1800,1300,1600,1300,900,900,900,900,900,900,930,930,60,72,127.0557493,37.52130737,15:40.0
A1100105,"서울특별시 중랑구 동일로 679 (면목동, 88병원)",B,병원,G099,응급의료기관 이외,2,평일 점심시간(12시 30분 ~ 13시 30분),"신경외과(뇌, 척추), 정형외과(관절), 내과(위대장 내시경, 검진), MRI 2대, CT 1대, 도수치료, 중환자실 운영(뇌 수술 가능)",KT 중랑지사 옆,팔팔병원,02-1899-8875,02-3156-8119,1800,1800,1800,1800,1800,1300,1400,1400,900,900,900,900,900,900,900,900,21,30,127.0796984,37.59094064,15:40.0
A1120911,"서울특별시 구로구 경인로 393-7, 일이삼전자타운 2동 6,7층 (고척동)",B,병원,G099,응급의료기관 이외,2,점심시간 13-14시입니다,진료시간 1시간 전 접수마감,제기동역 2번출구 서울약령시장 골목,포그니병원,02-2613-7000,02-3156-8119,1800,1800,1800,1800,1800,1300,1400,1400,900,900,900,900,900,900,910,910,82,27,126.8630489,37.49744219,15:40.0
A1107328,서울특별시 강북구 도봉로 266 (미아동),B,병원,G099,응급의료기관 이외,2,휴게시간 13:00~14:00,진료시간 1시간 전 접수마감,미아역 1번 출구에서 수유사거리 방향,포근한병원,02-986-9988,02-3156-8119,1800,1800,1800,1800,1800,1230,1400,1800,900,900,900,900,900,900,910,900,11,28,127.0241731,37.63229857,15:40.0
A1100188,서울특별시 동대문구 장한로 143 (장안동),B,병원,G099,응급의료기관 이외,2,"* 외래진료시간(월~금: 09:00~18:00, 토: 09:00~13:00) 이후에는 응급(야간)진료실 운영",예약제진료만 봄/,장안동사거리 인근,코리아병원,02-2281-9999,02-3156-8119,2400,2400,2400,2400,2400,2400,1300,2400,0,0,0,0,0,0,900,0,25,28,127.0715189,37.57319766,15:40.0
A1100191,서울특별시 강서구 양천로 712 (염창동),B,병원,G099,응급의료기관 이외,2,휴게시간 13:00~14:30(토요일 제외) 진료종료 1시간 전 접수마감 매달 3번째주 월요일 휴진(휴진일 변동 있을 수 있음),소아(9세이상)/ 봉합/ 교정/ 턱관절/,9호선 염창역 1번 출구,핑크힐병원,02-2658-5114,02-3156-8119,1800,1800,1800,1800,1800,1400,1800,2000,900,900,900,900,900,1000,1300,1000,75,56,126.8748106,37.54931187,15:41.0
A1100196,"서울특별시 강남구 역삼로 245, 지하2층일부 1층일부 2~7층 (역삼동)",B,병원,G099,응급의료기관 이외,2,점심시간 13:00~14:00,"소아(만2세부터), 청소년, 성인 진료 합니다.",명인갤러리2차 아파트 인근,하나이비인후과병원,02-6925-1111,02-3156-8119,1730,1730,1730,1730,1730,1330,1330,1900,900,900,900,900,900,900,930,900,62,25,127.042974,37.49791957,15:41.0
A1100169,"서울특별시 동대문구 천호대로 317, 하늘병원 (답십리동)",B,병원,G099,응급의료기관 이외,2,휴게시간 13:00-14:00 / 18:00-19:00,수액처치O/성인간단진료O/안질환O,답십리역사거리 인근,하늘병원,15447588,02-3156-8119,2000,2000,2000,2000,2000,1500,1300,1500,830,830,830,830,830,900,900,900,26,22,127.0556347,37.56517853,15:41.0
A1100012,서울특별시 서초구 반포대로 222 (반포동),A,종합병원,G006,지역응급의료센터,1,점심시간 13:00~14:00,"오직 흉터제거, 치료만을 전문으로 하는 흉터 전문 병원입니다. 켈로이드흉터, 비후성반흔, 화상흉터 등 모든 종류의 흉터제거수술을 하고 있으며, 큰점제거수술도 집도하고 있습니다.  성형외과 전문의입니다.  이벤트 등을 통한 호객행위를 하지 않습니다. 항상 정직하고 양심적으로 고객을 대하도록 하고 있습니다.",고속터미널역 3번 출구,학교법인가톨릭학원가톨릭대학교서울성모병원,215881511,02-2258-2370,1700,1700,1700,1700,1700,1200,2100,1300,800,800,800,800,800,800,900,900,65,91,127.0047273,37.5018008,15:41.0
A1100008,"서울특별시 성북구 고려대로 73, 고려대병원 (안암동5가)",A,종합병원,G001,권역응급의료센터,1,점심시간 13:00~14:00,"오직 흉터제거, 치료만을 전문으로 하는 흉터 전문 병원입니다. 켈로이드흉터, 비후성반흔, 화상흉터 등 모든 종류의 흉터제거수술을 하고 있으며, 큰점제거수술도 집도하고 있습니다.  성형외과 전문의입니다.  이벤트 등을 통한 호객행위를 하지 않습니다. 항상 정직하고 양심적으로 고객을 대하도록 하고 있습니다.",지하철 6호선 안암역 하차 후 1번출구 도보 500m,학교법인고려중앙학원고려대학교의과대학부속병원(안암병원),1577-0083,02-920-5374,1730,1730,1730,1730,1730,1200,2100,1300,830,830,830,830,830,800,900,900,28,41,127.0264709,37.58715608,15:41.0
A1100249,서울특별시 성동구 광나루로 243 (송정동),B,병원,G099,응급의료기관 이외,2,점심시간 13:00~14:00,양한방 협진 재활병원 입니다.,성수역 1번출구 -> 뚝방길 쪽 도보로 7-8분 성수역 2번출구 -> 뚝방길쪽 (치과의사회관 삼거리 좌회전 50M),학교법인대진교육재단제인병원,02-3408-2100,02-920-5374,1800,1800,1800,1800,1800,1300,2100,1300,900,900,900,900,900,900,900,900,48,2,127.0569443,37.549461,15:41.0
A1100163,"서울특별시 영등포구 영등포로 83, 한강수병원 (양평동1가)",B,병원,G009,응급실운영신고기관,1,"※ 365일 휴일없이 화상 및 외상치료가 필요한 분들이라면 언제든지 한강수병원에서 진료받을 수 있습니다.  **화상외상센터** [야간, 주말, 공휴일 외래연장진료] - 평일 야간진료 : 19:00~20:00 - 토요 연장진료 : 14:00~16:00 - 일요일/공휴일 외래진료 : 09:00~13:00  [365일 24시간 응급실 운영] *전문의 상주 *외래진료 및 응급실 별도 운영  진료예약 및 문의 : ☎ 1800-7119","한강수병원은 국내최초 성형외과 전문의가 주축이 되어 만든 화상특화병원으로 화상외상센터, 흉터성형센터, 상처치료센터, 재활클리닉 등을 운영하고 있다.  전문의료진이 다년간 쌓아온 화상, 외상, 상처치료 노하우로 진료하고 있으며 이후 발생할 수 있는 흉터까지 통합적이고 체계적인 치료서비스를 제공하고 있다.",양남사거리 인근,한강수병원,02-1800-7119,02-2063-8413,1800,1800,1800,1800,1800,1300,1300,1300,900,900,900,900,900,900,900,900,72,62,126.8909137,37.52240478,15:41.0
A1100053,서울특별시 강동구 진황도로61길 53 (둔촌동),A,종합병원,G006,지역응급의료센터,1,외래진료없이 입원상담만 진행함,한국공항공사 서울지역본부 구조소방센터 입니다.,9호선 중앙보훈병원역 2번 출구,한국보훈복지의료공단중앙보훈병원,02-2225-1111,02-2225-1100,1730,1730,1730,1730,1730,1100,1300,1730,900,900,900,900,900,800,900,930,53,68,127.1467189,37.5282209,15:41.0
A1100027,"서울특별시 노원구 노원로 75, 한국원자력의학원 (공릉동)",A,종합병원,G007,지역응급의료기관,1,휴게시간 13:00-14:00 일요일 및 공휴일 휴진 오시기 전에 미리 전화로 진료예약 하시기 바랍니다.,영상의학과,공릉역 2번 출구 도보 10분,한국원자력의학원원자력병원,02-970-2114,02-970-2620,1630,1630,1630,1630,1630,1300,1300,1730,830,830,830,830,830,900,900,930,18,12,127.0826932,37.62881598,15:41.0
A1100055,"서울특별시 영등포구 신길로 1 (대림동, 강남성심병원)",A,종합병원,G006,지역응급의료센터,1,"점심시간 13:00~14:00 9/16-9/18, 9/20-9/23 휴무",점심 12:30~13:30,대림삼거리 인근,한림대학교강남성심병원,02-829-5114,02-829-5119,1630,1630,1630,1630,1630,1200,1500,1500,830,830,830,830,830,830,1000,1000,74,41,126.9086725,37.49324929,15:41.0
A1100038,"서울특별시 영등포구 버드나루로7길 12 (영등포동7가, 한강성심병원)",A,종합병원,G009,응급실운영신고기관,1,진료과에따라 상이함(연락 후 내원 바람),점심 12:30~13:30,서울특별시 영등포구 버드나루로7길 12 (영등포동 7가 94-200),한림대학교한강성심병원,02-2639-5114,02-2639-5555,1630,1630,1630,1630,1630,1200,1500,1500,900,900,900,900,900,830,1000,1000,72,47,126.91033,37.52346675,15:41.0
A1100155,"서울특별시 송파구 송파대로 445, 한솔병원 (석촌동)",B,병원,G099,응급의료기관 이외,2,대장항문외과 :  야간진료 18시 ~ 20시까지 진료(월~금),대장항문외과 : 야간진료 18시 ~ 20시까지 진료(월~금),석촌역8번출구 100M,한솔병원,02-2147-6000,02-2639-5555,2000,2000,2000,2000,2000,1330,1800,1300,830,830,830,830,830,800,1300,830,56,16,127.1059124,37.5060777,15:41.0
A1100013,서울특별시 성동구 왕십리로 222-1 (사근동),A,종합병원,G001,권역응급의료센터,1,휴게시간 13:00~14:00,관절염/류마티스 전문/,"한양대역 1번 출구 왕십리역:6번,13번 출구->650M(도보10분) 왕십리역:6-1번 출구->셔틀버스2,3,4호차 이용",한양대학교병원,02-2290-8114,02-2290-8284,1730,1730,1730,1730,1730,1230,1330,1400,830,830,830,830,830,830,930,930,47,63,127.0448828,37.55994453,15:42.0
A1100136,"서울특별시 양천구 공항대로 610 (목동, 정종일산부인과)",B,병원,G099,응급의료기관 이외,2,"산부인과 외 진료는 일요일 공휴일 휴진입니다. 야간응급분만 24시 가능합니다. 공통 : 점심시간 오후1시~2시 내과 : 평일 9시~18시(수9시~13시), 토 9시~14시, 일/공 휴진 소아과 : 평일 9시~18시(목 휴진), 토 9시~14시, 일/공 휴진",의학박사 서재걸 대표 원장의？포모나자연의원 함께 나누는 건강과 행복~ 서재걸의 그림 병원-서재걸이 직접 그린 그림으로 쉽게 알려주는 건강 유지 비법 https://www.youtube.com/playlist?list=PLJNkmXcOVpehHPDkp03DjypsrPEPTJ37-,염창역 4번 출구,포미즈여성병원,02-2651-7500,02-3156-8119,2000,2000,2000,2000,2000,1800,1300,1300,900,900,900,900,900,900,900,900,79,68,126.8723584,37.54678906,15:40.0
A1100247,서울특별시 강북구 도봉로 74 (미아동),B,병원,G099,응급의료기관 이외,2,"산부인과 기준 진료 시간 산부인과만 매주 일요일, 공휴일 진료",신대방삼거리역 1번출구 바로 앞에 위치합니다. 한방각과 진료합니다.,미아사거리역 1번 출구,햇빛병원,02-983-7771,02-2290-8284,1300,1300,1300,1300,1800,2400,2400,1300,900,900,900,900,900,0,0,900,12,15,127.0302853,37.61576747,15:42.0
A1100143,"서울특별시 강동구 양재대로 1415, 지하4, 지상5층 (성내동)",B,병원,G099,응급의료기관 이외,2,휴게시간 평일 13:00~14:00 / 토요일 12:30~13:00 진료종료 30분 전 접수마감,"피부과, 시술",5호선 천호역 7번출구,허리나은병원,02-472-0114,02-2290-8284,1800,1800,1800,1800,1800,1300,2200,1600,900,900,900,900,900,900,930,1000,53,75,127.1376283,37.53249115,15:42.0
A1100051,서울특별시 광진구 자양로 85 (자양동),A,종합병원,G007,지역응급의료기관,1,휴게시간 13:00~14:00(토요일 제외) 일요일 및 공휴일 휴진,24시간 전문의 진료가 가능한 서울 동북부 지역 거점병원입니다.,2호선 구의역 4번출구 직진방향 5분 거리,혜민병원,02-2049-9000,02-2049-9119,1730,1730,1730,1730,1730,1220,1300,1300,830,830,830,830,830,830,900,900,50,56,127.0836013,37.53531566,15:42.0
A1119113,서울특별시 송파구 중대로 122 (가락동),B,병원,G099,응급의료기관 이외,2,"토요일 매주 진료, 월~금 점심시간 없이 진료합니다.","송파구 가락동에 위치한 혜민안과병원입니다 녹내장, 백내장, 망막, 각결막, 소아, 사시, 안성형 등의 진료과목으로 운영중입니다. 산재보험, 자동차보험 적용 가능합니다.","3호선 경찰병원역 4번출구 도보 5분, 3호선 & 8호선 가락시장역 5번 출구 도보 7분",혜민안과병원,02-3012-1800,02-2049-9119,1730,1730,1730,1730,1730,1300,1300,1300,900,900,900,900,900,900,900,900,58,29,127.1219433,37.49381614,15:42.0
A1100140,"서울특별시 강남구 언주로 871, 호산병원 (신사동)",B,병원,G099,응급의료기관 이외,2,점심시간 13:00~14:00 9/30-10/3 휴무,응급분만24시간 진료 /  여성외과는 토요일 12시까지 진료  점심시간12:30~14:00,압구정역 2번출구에서 성수대교남단 교차로 방향,호산여성병원,02-546-3493,02-2049-9119,1800,1800,1800,1800,1800,1600,1300,1900,930,930,930,930,930,900,930,900,60,23,127.0333541,37.52856772,15:42.0
A1100019,"서울특별시 양천구 목동로 225, 홍익병원본관 (신정동)",A,종합병원,G007,지역응급의료기관,1,토요일은 격주근무로 내원전 휴진여부 확인이 필요합니다.,후두내시경O/수액처치O,목동역 2번 출구,홍익병원,02-2693-5555,02-2600-0777,1800,1700,1700,1700,1700,1300,1400,1830,900,900,900,900,900,900,900,930,79,37,126.863664,37.52844147,15:42.0
A1100240,"서울특별시 양천구 신목로 120 (목동, 힘찬병원)",B,병원,G099,응급의료기관 이외,2,휴게시간 13:00~14:00,"눈의 편안함을 약속하는 힐링안과입니다. 힐링안과는 재수술 센터 보유하고 있으며,국내 Top 안과 카톨릭 의대 출신 원장님들께서 진료 중 입니다. 평생책임보증제 진료 및 강남권에 단 7대 있는 장비를 포함해 정밀 검진에 도움되는 장비를 구비하고 있습니다",오목교역 4번 출구,힘찬병원,02-1899-2221,02-809-0122,1800,1800,1800,1800,1800,1300,1500,1600,900,900,900,900,900,900,900,930,79,99,126.8768466,37.52498097,15:43.0
